EP, XX, 2017021000,   0,  16.3,  -84.8,   0,  20,    0, HU, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   1,  17.4,  -85.8,   0,  20, 1008, HU, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   2,  18.4,  -86.8,   0,  20, 1008, SD, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   3,  19.4,  -87.8,   0,  20, 1008, SD, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   4,  20.4,  -88.8,   0,  20, 1008, SS, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   5,  21.4,  -89.8,   0,  20, 1008, SS, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   6,  22.4,  -90.8,   0,  20, 1008, EX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   7,  23.4,  -91.8,   0,  20, 1008, EX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   8,  24.4,  -92.8,   0,  20, 1008, PT, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   9,  25.4,  -93.8,   0,  20, 1008, PT, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   10,  26.4,  -94.8,   0,  20, 1008, IN, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   11,  27.4,  -95.8,   0,  20, 1008, IN, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
