EP, XX, 2017021000,   0,  16.3,  -74.8,   0,  20,    0, DS, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   1,  17.4,  -75.8,   0,  20, 1008, DS, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   2,  18.4,  -76.8,   0,  20, 1008, LO, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   3,  19.4,  -77.8,   0,  20, 1008, LO, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   4,  20.4,  -78.8,   0,  20, 1008, WV, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   5,  21.4,  -79.8,   0,  20, 1008, WV, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   6,  22.4,  -80.8,   0,  20, 1008, ET, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   7,  23.4,  -81.8,   0,  20, 1008, ET, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   8,  24.4,  -82.8,   0,  20, 1008, XX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   9,  25.4,  -83.8,   0,  20, 1008, XX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   10,  26.4,  -84.8,   0,  20, 1008, XX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
EP, XX, 2017021000,   11,  27.4,  -85.8,   0,  20, 1008, XX, 34, NEQ,    200,    0,    0,    0,   30,    0,  360,    3,
